publication_date,work,workLabel,researchers,researchersUrl
2007-09-01,http://www.wikidata.org/entity/Q51702404,"A general integrative model for scaling plant growth, carbon flux, and functional trait spectra.",Brian J. Enquist,../authors/Q47172478
2007-09-01,http://www.wikidata.org/entity/Q56557410,Latitudinal patterns of range size and species richness of New World woody plants,Brian J. Enquist,../authors/Q47172478
2007-09-01,http://www.wikidata.org/entity/Q31120158,Temperature acclimation in a biochemical model of photosynthesis: a reanalysis of data from 36 species,Jens Kattge,../authors/Q56556463
2007-07-30,http://www.wikidata.org/entity/Q35928896,A general model for allometric covariation in botanical form and function,Brian J. Enquist,../authors/Q47172478
2007-07-01,http://www.wikidata.org/entity/Q33291422,The influence of spatial and size scale on phylogenetic relatedness in tropical forest communities,Brian J. Enquist,../authors/Q47172478
2007-07-01,http://www.wikidata.org/entity/Q47297350,Early developmental plasticity and integrative responses in arctic charr (Salvelinus alpinus): effects of water velocity on body size and shape.,Paula M. Mabee,../authors/Q47297444
2007-06-01,http://www.wikidata.org/entity/Q33286500,OBO-Edit--an ontology editor for biologists,Melissa Haendel,../authors/Q28368079
2007-06-01,http://www.wikidata.org/entity/Q57205219,"Metabolic Scaling and the Evolutionary Dynamics of Plant Size, Form, and Diversity: Toward a Synthesis of Ecology, Evolution, and Paleontology",Brian J. Enquist,../authors/Q47172478
2007-06-01,http://www.wikidata.org/entity/Q57205220,Organ Partitioning and Distribution across the Seed Plants: Assessing the Relative Importance of Phylogeny and Function,Brian J. Enquist,../authors/Q47172478
2007-06-01,http://www.wikidata.org/entity/Q57205223,The Implications of Scaling Approaches for Understanding Resilience and Reorganization in Ecosystems,Brian J. Enquist,../authors/Q47172478
2007-06-01,http://www.wikidata.org/entity/Q56755178,OptIC project: An intercomparison of optimization techniques for parameter estimation in terrestrial biogeochemical models,Jens Kattge,../authors/Q56556463
2007-05-25,http://www.wikidata.org/entity/Q60297648,"Response to Comment on ""Dispersal Limitations Matter for Microbial Morphospecies""",Vigdis Vandvik,../authors/Q42561055
2007-05-01,http://www.wikidata.org/entity/Q51707917,Scaling mass and morphology in leaves: an extension of the WBE model.,Brian J. Enquist,../authors/Q47172478
2007-05-01,http://www.wikidata.org/entity/Q57205211,A new class of models of spatial distribution,Brian J. Enquist,../authors/Q47172478
2007-05-01,http://www.wikidata.org/entity/Q22065658,Untangling syntactic and sensory processing: An ERP study of music perception,Daniel Mietchen,../authors/Q20895785
2007-04-27,http://www.wikidata.org/entity/Q37134877,An F-domain introduced by alternative splicing regulates activity of the zebrafish thyroid hormone receptor alpha.,Melissa Haendel,../authors/Q28368079
2007-04-17,http://www.wikidata.org/entity/Q57053333,Will the tropical land biosphere dominate the climate–carbon cycle feedback during the twenty-first century?,Jens Kattge,../authors/Q56556463
2007-04-09,http://www.wikidata.org/entity/Q38516437,Phenotype ontologies: the bridge between genomics and evolution.,"Melissa Haendel, Paula M. Mabee","../authors/Q28368079,Q47297444"
2007-04-01,http://www.wikidata.org/entity/Q58396339,Plant ecological strategies,Mark Westoby,../authors/Q43121038
2007-04-01,http://www.wikidata.org/entity/Q53198025,Follow Thompson's map to turn biology from a science into a Science.,Brian J. Enquist,../authors/Q47172478
2007-03-30,http://www.wikidata.org/entity/Q36776375,Relationships between body size and abundance in ecology,Brian J. Enquist,../authors/Q47172478
2007-03-21,http://www.wikidata.org/entity/Q63257890,Response to host plant odors and aggregation pheromone by larvae of the Colorado potato beetle on a servosphere,Jennifer A Hammock,../authors/Q41566708
2007-03-05,http://www.wikidata.org/entity/Q97480799,A new genus and species of apterous Doryctinae (Hymenoptera: Braconidae) from Costa Rica,Katja Seltmann,../authors/Q6069153
2007-03-01,http://www.wikidata.org/entity/Q33920566,Ecological and evolutionary determinants of a key plant functional trait: wood density and its community-wide variation across latitude and elevation,Brian J. Enquist,../authors/Q47172478
2007-03-01,http://www.wikidata.org/entity/Q57205212,Adaptive differences in plant physiology and ecosystem paradoxes: insights from metabolic scaling theory,Brian J. Enquist,../authors/Q47172478
2007-03-01,http://www.wikidata.org/entity/Q56755176,Estimation of parameters in complex 15N tracing models by Monte Carlo sampling,Jens Kattge,../authors/Q56556463
2007-02-01,http://www.wikidata.org/entity/Q51714076,Biological scaling: does the exception prove the rule?,Brian J. Enquist,../authors/Q47172478
2007-01-01,http://www.wikidata.org/entity/Q100713530,"The comparative study of range-wide genetic structure across related, co-distributed rainforest trees reveals contrasting evolutionary histories",Maurizio Rossetto,../authors/Q26714687
2007-01-01,http://www.wikidata.org/entity/Q112225643,ERASMUS als Entscheidungshilfe: Arzt in Entwicklungsländern oder biophysikalische Forschung?,Daniel Mietchen,../authors/Q20895785
2007-01-01,http://www.wikidata.org/entity/Q56944470,Global patterns in seed size,Mark Westoby,../authors/Q43121038
2007-01-01,http://www.wikidata.org/entity/Q22065680,In vivo magnetic resonance microscopy of differentiation in Xenopus laevis embryos from the first cleavage onwards,Daniel Mietchen,../authors/Q20895785
2006-11-21,http://www.wikidata.org/entity/Q52675691,Phylogenetic relationships among the Braconidae (Hymenoptera: Ichneumonoidea): a reassessment of Shi et al. (2005).,Katja Seltmann,../authors/Q6069153
2006-11-13,http://www.wikidata.org/entity/Q55801532,A new combination in Clematicissus Planch. (Vitaceae),Maurizio Rossetto,../authors/Q26714687
2006-11-01,http://www.wikidata.org/entity/Q33264455,Ecological consequences of major hydrodynamic disturbances on coral reefs,Joshua S Madin,../authors/Q51171519
2006-10-01,http://www.wikidata.org/entity/Q33262883,The problem and promise of scale dependency in community phylogenetics,Brian J. Enquist,../authors/Q47172478
2006-10-01,http://www.wikidata.org/entity/Q58396342,Leaf litter flammability in some semi-arid Australian woodlands,Mark Westoby,../authors/Q43121038
2006-09-06,http://www.wikidata.org/entity/Q44660158,Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants.,Brian J. Enquist,../authors/Q47172478
2006-09-01,http://www.wikidata.org/entity/Q33254031,Measurement of biological information with applications from genes to landscapes,Maurizio Rossetto,../authors/Q26714687
2006-09-01,http://www.wikidata.org/entity/Q34189906,Molecular phylogeny and dating reveals an Oligo-Miocene radiation of dry-adapted shrubs (former Tremandraceae) from rainforest tree progenitors (Elaeocarpaceae) in Australia,Maurizio Rossetto,../authors/Q26714687
2006-09-01,http://www.wikidata.org/entity/Q57205226,Response to Kearney and Porter: Both functional and community ecologists need to do more for each other,"Mark Westoby, Brian J. Enquist","../authors/Q43121038,Q47172478"
2006-09-01,http://www.wikidata.org/entity/Q58396341,Accessory costs of seed production,Mark Westoby,../authors/Q43121038
2006-08-22,http://www.wikidata.org/entity/Q60363207,Global patterns in seed size,Mark Westoby,../authors/Q43121038
2006-08-01,http://www.wikidata.org/entity/Q58396346,Climate change as a threatening process,Mark Westoby,../authors/Q43121038
2006-07-10,http://www.wikidata.org/entity/Q33252123,Sources of diversity in a grassland metacommunity: quantifying the contribution of dispersal to species richness,Vigdis Vandvik,../authors/Q42561055
2006-07-05,http://www.wikidata.org/entity/Q57234503,"Cross-species patterns in the coordination between leaf and stem traits, and their implications for plant hydraulics",Mark Westoby,../authors/Q43121038
2006-07-01,http://www.wikidata.org/entity/Q51188397,"Phylogenetic ecology at world scale, a new fusion between ecology and evolution.",Mark Westoby,../authors/Q43121038
2006-05-30,http://www.wikidata.org/entity/Q57234507,Interrelations among pressure-volume curve traits across species and water availability gradients,Mark Westoby,../authors/Q43121038
2006-05-01,http://www.wikidata.org/entity/Q33243943,Dispersal limitations matter for microbial morphospecies,Vigdis Vandvik,../authors/Q42561055
2006-05-01,http://www.wikidata.org/entity/Q57234511,Scaling-up from leaf to canopy-aggregate properties in sclerophyll shrub species,Mark Westoby,../authors/Q43121038
2006-05-01,http://www.wikidata.org/entity/Q33243178,Statistical independence of escalatory ecological trends in Phanerozoic marine invertebrates,Joshua S Madin,../authors/Q51171519
2006-04-04,http://www.wikidata.org/entity/Q33576520,Relationships among ecologically important dimensions of plant trait variation in seven neotropical forests.,Mark Westoby,../authors/Q43121038
2006-04-01,http://www.wikidata.org/entity/Q44411982,How many freshwater diatoms are pH specialists? A response to Pither & Aarssen (2005).,Vigdis Vandvik,../authors/Q42561055
2006-04-01,http://www.wikidata.org/entity/Q58396352,Seed size and plant strategy across the whole life cycle,Mark Westoby,../authors/Q43121038
2006-04-01,http://www.wikidata.org/entity/Q51728926,Ecosystem allometry: the scaling of nutrient stocks and primary productivity across plant communities.,Brian J. Enquist,../authors/Q47172478
2006-04-01,http://www.wikidata.org/entity/Q51943751,"Comment on ""The illusion of invariant quantities in life histories"".",Brian J. Enquist,../authors/Q47172478
2006-03-30,http://www.wikidata.org/entity/Q36435915,Bivariate line-fitting methods for allometry,Mark Westoby,../authors/Q43121038
2006-03-01,http://www.wikidata.org/entity/Q58396356,An earlier formulation of the genetic conflict hypothesis of genomic imprinting,Mark Westoby,../authors/Q43121038
2006-03-01,http://www.wikidata.org/entity/Q58044298,"Effect of salinity on the distribution, growth, and toxicity of Karenia spp",Anne Thessen,../authors/Q47503085
2006-02-24,http://www.wikidata.org/entity/Q36477496,Land-plant ecology on the basis of functional traits,Mark Westoby,../authors/Q43121038
2006-02-17,http://www.wikidata.org/entity/Q51189344,Rebuilding community ecology from functional traits.,"Brian J. Enquist, Mark Westoby","../authors/Q47172478,Q43121038"
2006-01-01,http://www.wikidata.org/entity/Q25255595,The Zebrafish Information Network: the zebrafish model organism database,Melissa Haendel,../authors/Q28368079
2006-01-01,http://www.wikidata.org/entity/Q60297650,Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?,Vigdis Vandvik,../authors/Q42561055
2006-01-01,http://www.wikidata.org/entity/Q112225593,"Die Evolution geht weiter - neue Krankheiten, mehr Technik",Daniel Mietchen,../authors/Q20895785
2006-01-01,http://www.wikidata.org/entity/Q57066374,Resilience and resistance of ecosystem functional response to a precipitation pulse in a semi-arid grassland,Brian J. Enquist,../authors/Q47172478
2006-01-01,http://www.wikidata.org/entity/Q57046421,Gradients of light availability and leaf traits with leaf age and canopy position in 28 Australian shrubs and trees,Mark Westoby,../authors/Q43121038
2006-01-01,http://www.wikidata.org/entity/Q31029678,"Irradiance, temperature and rainfall influence leaf dark respiration in woody plants: evidence from comparisons across 20 sites",Mark Westoby,../authors/Q43121038
2006-01-01,http://www.wikidata.org/entity/Q50333744,3D magnetic resonance microscopy of dehydrated biological specimens,Daniel Mietchen,../authors/Q20895785
2005-12-16,http://www.wikidata.org/entity/Q22065138,Subcellular in vivo 1H MR spectroscopy of Xenopus laevis oocytes,Daniel Mietchen,../authors/Q20895785
2005-12-13,http://www.wikidata.org/entity/Q22065299,Cortex reorganization of Xenopus laevis eggs in strong static magnetic fields,Daniel Mietchen,../authors/Q20895785
2005-11-30,http://www.wikidata.org/entity/Q31026957,Magnetic resonance imaging of the siliceous skeleton of the demosponge Lubomirskia baicalensis,Daniel Mietchen,../authors/Q20895785
2005-10-17,http://www.wikidata.org/entity/Q42006778,The relationship between nuclear DNA content and leaf strategy in seed plants.,Mark Westoby,../authors/Q43121038
2005-10-01,http://www.wikidata.org/entity/Q58396361,"Tradeoffs between height growth rate, stem persistence and maximum height among plant species in a post-fire succession",Mark Westoby,../authors/Q43121038
2005-09-29,http://www.wikidata.org/entity/Q57205230,"Plant allometry, stoichiometry and the temperature-dependence of primary productivity",Brian J. Enquist,../authors/Q47172478
2005-09-13,http://www.wikidata.org/entity/Q21146088,Peer review--the newcomers' perspective,Daniel Mietchen,../authors/Q20895785
2005-08-18,http://www.wikidata.org/entity/Q56966015,Modulation of leaf economic traits and trait relationships by climate,Mark Westoby,../authors/Q43121038
2005-08-01,http://www.wikidata.org/entity/Q57053338,Inversion of terrestrial ecosystem model parameter values against eddy covariance measurements by Monte Carlo sampling,Jens Kattge,../authors/Q56556463
2005-07-19,http://www.wikidata.org/entity/Q28769555,Factors that shape seed mass evolution,Mark Westoby,../authors/Q43121038
2005-06-17,http://www.wikidata.org/entity/Q22064339,Non-invasive diagnostics in fossils - Magnetic Resonance Imaging of pathological belemnites,Daniel Mietchen,../authors/Q20895785
2005-06-01,http://www.wikidata.org/entity/Q58396365,"Alternative height strategies among 45 dicot rain forest species from tropical Queensland, Australia",Mark Westoby,../authors/Q43121038
2005-05-01,http://www.wikidata.org/entity/Q40431916,Assessing the generality of global leaf trait relationships.,Mark Westoby,../authors/Q43121038
2005-04-01,http://www.wikidata.org/entity/Q57205228,"Allometric growth, life-history invariants and population energetics",Brian J. Enquist,../authors/Q47172478
2005-03-14,http://www.wikidata.org/entity/Q53170691,Non-invasive diagnostics in pathological fossils by magnetic resonance imaging,Daniel Mietchen,../authors/Q20895785
2005-03-01,http://www.wikidata.org/entity/Q107968400,Distinguishing the roles of dispersal in diversity maintenance and in diversity limitation,Vigdis Vandvik,../authors/Q42561055
2005-02-01,http://www.wikidata.org/entity/Q57247195,Managing heterogeneity: the importance of grazing and environmental variation on post-fire succession in heathlands,Vigdis Vandvik,../authors/Q42561055
2005-02-01,http://www.wikidata.org/entity/Q58396366,Dry mass costs of deploying leaf area in relation to leaf size,Mark Westoby,../authors/Q43121038
2005-02-01,http://www.wikidata.org/entity/Q58044300,EFFECT OF SALINITY ONPSEUDO-NITZSCHIASPECIES (BACILLARIOPHYCEAE) GROWTH AND DISTRIBUTION,Anne Thessen,../authors/Q47503085
2005-01-31,http://www.wikidata.org/entity/Q28593018,Leukaemia inhibitory factor (LIF) is functionally linked to axotrophin and both LIF and axotrophin are linked to regulatory immune tolerance,Melissa Haendel,../authors/Q28368079
2005-01-01,http://www.wikidata.org/entity/Q63257891,"Structure, function and context : the impact of morphometry and ecology on olfactory sensitivity",Jennifer A Hammock,../authors/Q41566708
2005-01-01,http://www.wikidata.org/entity/Q47393695,A brief history of seed size.,Mark Westoby,../authors/Q43121038
2004-12-01,http://www.wikidata.org/entity/Q58396371,Sprouting by plants: the effects of modular organization,Mark Westoby,../authors/Q43121038
2004-12-01,http://www.wikidata.org/entity/Q22121983,Perceptions about postdocs,Daniel Mietchen,../authors/Q20895785
2004-12-01,http://www.wikidata.org/entity/Q31135432,Spatial scaling of microbial eukaryote diversity,Mark Westoby,../authors/Q43121038
2004-12-01,http://www.wikidata.org/entity/Q52085381,Expression of bmp2a and bmp2b in late-stage zebrafish median fin development.,Paula M. Mabee,../authors/Q47297444
2004-10-01,http://www.wikidata.org/entity/Q57239220,Sprouting by semi-arid plants: testing a dichotomy and predictive traits,Mark Westoby,../authors/Q43121038
2004-09-01,http://www.wikidata.org/entity/Q52088401,"Development of the paired fins in the paddlefish, Polyodon spathula.",Paula M. Mabee,../authors/Q47297444
2004-08-12,http://www.wikidata.org/entity/Q57239217,Does a latitudinal gradient in seedling survival favour larger seeds in the tropics?,Mark Westoby,../authors/Q43121038
2004-08-01,http://www.wikidata.org/entity/Q58396373,"Seed mass and seedling establishment after fire in Ku-ring-gai Chase National Park, Sydney, Australia",Mark Westoby,../authors/Q43121038
2004-07-01,http://www.wikidata.org/entity/Q58396377,Funding the bud bank: a review of the costs of buds,Mark Westoby,../authors/Q43121038
2004-07-01,http://www.wikidata.org/entity/Q58396381,What do seedlings die from and what are the implications for evolution of seed size?,Mark Westoby,../authors/Q43121038
2004-06-16,http://www.wikidata.org/entity/Q44939841,Developmental toxicity of the dithiocarbamate pesticide sodium metam in zebrafish.,Melissa Haendel,../authors/Q28368079
2004-05-13,http://www.wikidata.org/entity/Q57046434,"Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime",Mark Westoby,../authors/Q43121038
2004-05-13,http://www.wikidata.org/entity/Q58396384,Seedling survival and seed size: a synthesis of the literature,Mark Westoby,../authors/Q43121038
2004-05-01,http://www.wikidata.org/entity/Q62090344,The impact of clonality on an endangered tree (Elaeocarpus williamsianus) in a fragmented rainforest,Maurizio Rossetto,../authors/Q26714687
2004-05-01,http://www.wikidata.org/entity/Q60297652,Do seed mass and family affect germination and juvenile performance in Knautia arvensis? A study using failure-time methods,Vigdis Vandvik,../authors/Q42561055
2004-04-19,http://www.wikidata.org/entity/Q46338403,Similarity of mammalian body size across the taxonomic hierarchy and across space and time.,Brian J. Enquist,../authors/Q47172478
2004-04-01,http://www.wikidata.org/entity/Q56873625,The predominance of quarter-power scaling in biology,Brian J. Enquist,../authors/Q47172478
2004-04-01,http://www.wikidata.org/entity/Q58396389,Sprouting ability across diverse disturbances and vegetation types worldwide,Mark Westoby,../authors/Q43121038
2004-04-01,http://www.wikidata.org/entity/Q57205233,Growth models based on first principles or phenomenology?,Brian J. Enquist,../authors/Q47172478
2004-04-01,http://www.wikidata.org/entity/Q29616838,The worldwide leaf economics spectrum,Mark Westoby,../authors/Q43121038
2004-03-11,http://www.wikidata.org/entity/Q30912425,Climate change affects the outcome of competitive interactions-an application of principal response curves,Vigdis Vandvik,../authors/Q42561055
2004-02-12,http://www.wikidata.org/entity/Q57046440,Simple traits do not predict grazing response in Australian dry shrublands and woodlands,Mark Westoby,../authors/Q43121038
2004-01-22,http://www.wikidata.org/entity/Q22122036,Scientists & Societies: Giving young European students a voice,Daniel Mietchen,../authors/Q20895785
2004-01-01,http://www.wikidata.org/entity/Q34286931,Slow degeneration of zebrafish Rohon-Beard neurons during programmed cell death,Melissa Haendel,../authors/Q28368079
2004-01-01,http://www.wikidata.org/entity/Q56966048,Short Communication: Leaf trait relationships in Australian plant species,Mark Westoby,../authors/Q43121038
2003-12-01,http://www.wikidata.org/entity/Q57239222,DO SMALL-SEEDED SPECIES HAVE HIGHER SURVIVAL THROUGH SEED PREDATION THAN LARGE-SEEDED SPECIES?,Mark Westoby,../authors/Q43121038
2003-11-01,http://www.wikidata.org/entity/Q35568201,"Developmental morphology of the axial skeleton of the zebrafish, Danio rerio (Ostariophysi: Cyprinidae).",Paula M. Mabee,../authors/Q47297444
2003-10-01,http://www.wikidata.org/entity/Q57239224,Seed size and survival in the soil in arid Australia,Mark Westoby,../authors/Q43121038
2003-10-01,http://www.wikidata.org/entity/Q57205235,Erratum: Corrigendum: Invariant scaling relations across tree-dominated communities,Brian J. Enquist,../authors/Q47172478
2003-09-26,http://www.wikidata.org/entity/Q55896800,Thermodynamic and metabolic effects on the scaling of production and population energy use,Brian J. Enquist,../authors/Q47172478
2003-09-08,http://www.wikidata.org/entity/Q58396393,Drought damage and recovery - a conceptual model,Mark Westoby,../authors/Q43121038
2003-07-01,http://www.wikidata.org/entity/Q58396398,Plant height and evolutionary games,Mark Westoby,../authors/Q43121038
2003-06-01,http://www.wikidata.org/entity/Q30800599,Scaling metabolism from organisms to ecosystems,Brian J. Enquist,../authors/Q47172478
2003-04-16,http://www.wikidata.org/entity/Q58396401,Leaf size and angle vary widely across species: what consequences for light interception?,Mark Westoby,../authors/Q43121038
2003-03-28,http://www.wikidata.org/entity/Q47365130,The leaf size-twig size spectrum and its relationship to other important spectra of variation among species.,Mark Westoby,../authors/Q43121038
2003-02-01,http://www.wikidata.org/entity/Q60240929,A molecular approach to provenance delineation for the restoration of hummock grasslands (Triodia spp.) in arid-tropical Australia,Maurizio Rossetto,../authors/Q26714687
2003-02-01,http://www.wikidata.org/entity/Q57234517,"Nutrient concentration, resorption and lifespan: leaf traits of Australian sclerophyll species",Mark Westoby,../authors/Q43121038
2003-02-01,http://www.wikidata.org/entity/Q58396405,Leaf-size divergence along rainfall and soil-nutrient gradients: is the method of size reduction common among clades?,Mark Westoby,../authors/Q43121038
2003-02-01,http://www.wikidata.org/entity/Q47172451,Physiology: Why does metabolic rate scale with body size?,Brian J. Enquist,../authors/Q47172478
2003-01-01,http://www.wikidata.org/entity/Q58396409,"Latitude, seed predation and seed mass",Mark Westoby,../authors/Q43121038
2003-01-01,http://www.wikidata.org/entity/Q58396412,Leaf expansion times: a response to Sun (2003),Mark Westoby,../authors/Q43121038
2002-12-30,http://www.wikidata.org/entity/Q48020990,Least-cost input mixtures of water and nitrogen for photosynthesis.,Mark Westoby,../authors/Q43121038
2002-12-01,http://www.wikidata.org/entity/Q58396417,Choosing species to study,Mark Westoby,../authors/Q43121038
2002-12-01,http://www.wikidata.org/entity/Q59034861,Modelling universality and scaling,Brian J. Enquist,../authors/Q47172478
2002-11-01,http://www.wikidata.org/entity/Q57234522,Plant Ecological Strategies: Some Leading Dimensions of Variation Between Species,Mark Westoby,../authors/Q43121038
2002-11-01,http://www.wikidata.org/entity/Q58396421,Seed addition experiments are more likely to increase recruitment in larger-seeded species,Mark Westoby,../authors/Q43121038
2002-11-01,http://www.wikidata.org/entity/Q57205236,Universal scaling in tree and vascular plant allometry: toward a general quantitative theory linking plant form and function from cells to ecosystems,Brian J. Enquist,../authors/Q47172478
2002-10-01,http://www.wikidata.org/entity/Q58396425,Leaf size and foraging for light in a sclerophyll woodland,Mark Westoby,../authors/Q43121038
2002-10-01,http://www.wikidata.org/entity/Q47423318,General patterns of taxonomic and biomass partitioning in extant and fossil plant communities.,Brian J. Enquist,../authors/Q47172478
2002-09-01,http://www.wikidata.org/entity/Q57234520,"Leaves at low versus high rainfall: coordination of structure, lifespan and physiology",Mark Westoby,../authors/Q43121038
2002-09-01,http://www.wikidata.org/entity/Q57205237,Allometric scaling of maximum population density: a common rule for marine phytoplankton and terrestrial plants,Brian J. Enquist,../authors/Q47172478
2002-08-01,http://www.wikidata.org/entity/Q52115296,Evolution of median fin modules in the axial skeleton of fishes.,Paula M. Mabee,../authors/Q47297444
2002-05-23,http://www.wikidata.org/entity/Q22066093,Automated dielectric single cell spectroscopy - temperature dependence of electrorotation,Daniel Mietchen,../authors/Q20895785
2002-05-19,http://www.wikidata.org/entity/Q56966179,Convergence towards higher leaf mass per area in dry and nutrient-poor habitats has different consequences for leaf life span,Mark Westoby,../authors/Q43121038
2002-05-01,http://www.wikidata.org/entity/Q37888306,Canonical rules for plant organ biomass partitioning and annual allocation.,Brian J. Enquist,../authors/Q47172478
2002-05-01,http://www.wikidata.org/entity/Q51120802,"On the vegetative biomass partitioning of seed plant leaves, stems, and roots.",Brian J. Enquist,../authors/Q47172478
2002-05-01,http://www.wikidata.org/entity/Q57205238,"On the Vegetative Biomass Partitioning of Seed Plant Leaves, Stems, and Roots",Brian J. Enquist,../authors/Q47172478
2002-03-01,http://www.wikidata.org/entity/Q51200600,Modeling macroscopic patterns in ecology.,Brian J. Enquist,../authors/Q47172478
2002-02-01,http://www.wikidata.org/entity/Q46120049,Global allocation rules for patterns of biomass partitioning in seed plants.,Brian J. Enquist,../authors/Q47172478
2002-01-12,http://www.wikidata.org/entity/Q58396431,Predicting plant species’ responses to grazing,Mark Westoby,../authors/Q43121038
2002-01-01,http://www.wikidata.org/entity/Q95467811,Is the Genus Cissus (Vitaceae) Monophyletic? Evidence from Plastid and Nuclear Ribosomal DNA,Maurizio Rossetto,../authors/Q26714687
2002-01-01,http://www.wikidata.org/entity/Q40671120,The application of SSRs characterized for grape (Vitis vinifera) to conservation studies in Vitaceae.,Maurizio Rossetto,../authors/Q26714687
2002-01-01,http://www.wikidata.org/entity/Q51201169,Seedling root anatomy and morphology: an examination of ecological differentiation with rainfall using phylogenetically independent contrasts.,Mark Westoby,../authors/Q43121038
2001-11-23,http://www.wikidata.org/entity/Q57955705,"Gdf5 is expressed in the developing skeleton of median fins of late-stage zebrafish, Danio rerio",Paula M. Mabee,../authors/Q47297444
2001-10-26,http://www.wikidata.org/entity/Q51948267,Founding editorial: embryology--an integrated approach.,Paula M. Mabee,../authors/Q47297444
2001-10-11,http://www.wikidata.org/entity/Q28202028,A general model for ontogenetic growth,Brian J. Enquist,../authors/Q47172478
2001-08-01,http://www.wikidata.org/entity/Q56966278,"Strategy shifts in leaf physiology, structure and nutrient content between species of high- and low-rainfall and high- and low-nutrient habitats",Mark Westoby,../authors/Q43121038
2001-04-01,http://www.wikidata.org/entity/Q52066249,Invariant scaling relations across tree-dominated communities.,Brian J. Enquist,../authors/Q47172478
2001-03-01,http://www.wikidata.org/entity/Q57234528,Understanding seedling growth relationships through specific leaf area and leaf nitrogen concentration: generalisations across growth forms and growth irradiance,Mark Westoby,../authors/Q43121038
2001-02-06,http://www.wikidata.org/entity/Q34505969,Invariant scaling relationships for interspecific plant biomass production rates and body size.,Brian J. Enquist,../authors/Q47172478
2001-01-01,http://www.wikidata.org/entity/Q60295385,Q60295385,Maurizio Rossetto,../authors/Q26714687
2001-01-01,http://www.wikidata.org/entity/Q57205240,Long-term tree ring chronologies from sympatric tropical dry-forest trees: individualistic responses to climatic variation,Brian J. Enquist,../authors/Q47172478
2000-12-01,http://www.wikidata.org/entity/Q59592243,Attraction of the Bark Beetle ParasitoidRoptrocerus xylophagorum(Hymenoptera: Pteromalidae) to Host-Associated Olfactory Cues,Katja Seltmann,../authors/Q6069153
2000-12-01,http://www.wikidata.org/entity/Q58396440,Shifts in trait-combinations along rainfall and phosphorus gradients,Mark Westoby,../authors/Q43121038
2000-12-01,http://www.wikidata.org/entity/Q59004457,Correction: Allometric scaling of production and life-history variation in vascular plants,Brian J. Enquist,../authors/Q47172478
2000-10-01,http://www.wikidata.org/entity/Q51075047,Seed mass and seedling dimensions in relation to seedling establishment.,Mark Westoby,../authors/Q43121038
2000-10-01,http://www.wikidata.org/entity/Q57955725,Developmental Data and Phylogenetic Systematics: Evolution of the Vertebrate Limb1,Paula M. Mabee,../authors/Q47297444
2000-05-01,http://www.wikidata.org/entity/Q56966351,The Time Value of Leaf Area,Mark Westoby,../authors/Q43121038
2000-05-01,http://www.wikidata.org/entity/Q58396437,Families with highest proportions of rare species are not consistent between floras,Mark Westoby,../authors/Q43121038
2000-02-01,http://www.wikidata.org/entity/Q57234534,"Cross-species relationships between seedling relative growth rate, nitrogen productivity and root vs leaf function in 28 Australian woody species",Mark Westoby,../authors/Q43121038
2000-01-01,http://www.wikidata.org/entity/Q57955722,"AN EXPERIMENTAL STUDY OF INTRASPECIFIC VARIATION, DEVELOPMENTAL TIMING, AND HETEROCHRONY IN FISHES",Paula M. Mabee,../authors/Q47297444
1999-10-01,http://www.wikidata.org/entity/Q56387727,Allometric scaling of production and life-history variation in vascular plants,Brian J. Enquist,../authors/Q47172478
1999-10-01,http://www.wikidata.org/entity/Q58396454,Seed Mass and the Evolution of Early‐Seedling Etiolation,Mark Westoby,../authors/Q43121038
1999-09-01,http://www.wikidata.org/entity/Q58396450,SPECIES IN THE TAIL OF RANK–ABUNDANCE CURVES,Mark Westoby,../authors/Q43121038
1999-08-01,http://www.wikidata.org/entity/Q57205242,A general model for the structure and allometry of plant vascular systems,Brian J. Enquist,../authors/Q47172478
1999-06-01,http://www.wikidata.org/entity/Q60240971,Conservation genetics and clonality in two critically endangered eucalypts from the highly endemic south-western Australian flora,Maurizio Rossetto,../authors/Q26714687
1999-06-01,http://www.wikidata.org/entity/Q33863970,The fourth dimension of life: fractal geometry and allometric scaling of organisms.,Brian J. Enquist,../authors/Q47172478
1999-04-01,http://www.wikidata.org/entity/Q59592247,"A Simple Continuous-Rearing Technique for the Bark Beetle Parasitoid, Roptrocerus xylophagorum (Ratzeburg)",Katja Seltmann,../authors/Q6069153
1999-04-01,http://www.wikidata.org/entity/Q59094457,Plant energetics and population density,Brian J. Enquist,../authors/Q47172478
1999-01-01,http://www.wikidata.org/entity/Q57234537,"Differences in seedling growth behaviour among species: trait correlations across species, and trait shifts along nutrient compared to rainfall gradients",Mark Westoby,../authors/Q43121038
1998-12-30,http://www.wikidata.org/entity/Q57955742,Morphology of the Hatching Glands in Betta splendens (Teleostei: Perciformes),Paula M. Mabee,../authors/Q47297444
1998-07-01,http://www.wikidata.org/entity/Q58396458,The macroecology of Australian frogs,Mark Westoby,../authors/Q43121038
1998-06-01,http://www.wikidata.org/entity/Q57046494,Seed size and shape are not related to persistence in soil in Australia in the same way as in Britain,Mark Westoby,../authors/Q43121038
